-0.000626,0.000000
-0.000609,-0.000184
0.000278,0.000136
0.000025,0.000181
-0.000895,-0.000216
-0.000879,-0.000133
0.000681,0.000120
0.000718,0.000386
-0.001866,-0.000276
-0.001529,-0.000599
0.001854,0.000553
0.001526,0.000657
-0.003144,-0.000618
-0.002949,-0.000995
0.003807,0.000826
0.003225,0.001491
-0.005713,-0.001314
-0.004893,-0.001832
0.006755,0.001674
0.006100,0.002404
-0.009721,-0.002068
-0.008868,-0.003404
0.012485,0.002877
0.011429,0.004547
-0.017736,-0.003830
-0.017443,-0.006273
0.025542,0.004928
0.027602,0.009716
-0.044642,-0.006798
-0.058614,-0.017310
0.117422,0.008894
0.394976,0.047042
0.554771,0.047156
0.532618,0.008824
0.470569,-0.017310
0.481285,-0.006728
0.519566,0.009602
0.513342,0.005041
0.486548,-0.006344
0.490901,-0.003830
0.510271,0.004617
0.507285,0.002763
0.492921,-0.003290
0.494841,-0.002138
0.505916,0.002404
0.504311,0.001744
0.496071,-0.001946
0.497360,-0.001200
0.503230,0.001421
0.502552,0.000826
0.498088,-0.000924
0.498634,-0.000731
0.501909,0.000771
0.501292,0.000483
0.499294,-0.000599
0.499525,-0.000206
0.500914,0.000272
0.500878,0.000234
0.499724,-0.000203
0.499987,-0.000216
0.500604,0.000251
0.500501,0.000022
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000183
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500182,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000185
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000183
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000185
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000183
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500182,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000185
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000183
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000185
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000228
0.500448,0.000184
0.500099,-0.000070
0.500532,-0.000070
0.500182,0.000184
0.500316,-0.000228
0.500449,0.000184
0.500099,-0.000071
0.500531,-0.000070
0.500181,0.000184
0.500315,-0.000227
0.500449,0.000184
0.500099,-0.000070
