1.012120,-0.019335
0.057830,0.282206
0.705591,-0.391867
0.593002,0.606136
0.136177,-0.227632
0.931382,0.336685
-0.049050,0.288197
0.762878,-0.139578
0.323432,0.723124
0.243073,-0.151569
0.824443,0.604285
-0.116921,0.290297
0.800169,0.119228
0.103706,0.789250
0.281493,-0.069424
0.570051,0.802565
-0.227991,0.277406
0.739964,0.304928
-0.150044,0.746974
0.309027,-0.016284
0.259451,0.954698
-0.279239,0.179325
0.610460,0.518015
-0.390099,0.702089
0.298999,0.098681
-0.034365,1.017985
-0.309918,0.069060
0.413231,0.721623
-0.546431,0.568775
0.222554,0.140094
-0.322097,0.934856
-0.324733,0.005558
0.119787,0.796030
-0.729359,0.357614
0.202187,0.230456
-0.585076,0.802061
-0.312180,-0.133548
-0.124343,0.785754
-0.803067,0.090798
0.133351,0.324203
-0.829683,0.630891
-0.220011,-0.159968
-0.305098,0.760187
-0.807190,-0.123599
-0.021445,0.318801
-0.945517,0.355627
-0.202584,-0.225994
-0.547290,0.613132
-0.680974,-0.395644
-0.063456,0.282800
-0.986658,-0.009571
-0.038074,-0.283305
-0.698812,0.391211
-0.548008,-0.588297
-0.172735,0.291008
-0.973015,-0.310944
0.011471,-0.355221
-0.808472,0.113327
-0.316686,-0.744281
-0.227839,0.205476
-0.800309,-0.593263
0.142242,-0.328675
-0.802080,-0.106006
-0.093281,-0.802598
-0.276690,0.135590
-0.603752,-0.821334
0.204219,-0.220985
-0.722664,-0.371011
0.177891,-0.801968
-0.311614,0.018619
-0.322906,-0.983159
0.275126,-0.165757
-0.659557,-0.581255
0.384095,-0.676995
-0.325973,-0.051796
0.026804,-1.000396
0.288997,-0.008365
-0.366172,-0.759243
0.607237,-0.537855
-0.264156,-0.185852
0.266263,-0.970540
0.295952,-0.013938
-0.113832,-0.812630
0.725591,-0.318144
-0.163898,-0.239335
0.607582,-0.801833
0.283253,0.087743
0.102365,-0.782009
0.780461,-0.120867
-0.124740,-0.264927
0.777383,-0.546455
0.234652,0.208175
0.326458,-0.723294
0.819491,0.145164
-0.014655,-0.313439
0.926368,-0.361725
0.173308,0.268318
0.537117,-0.586580
0.732922,0.404337
0.066867,-0.319478
0.992757,0.042728
0.049541,0.303681
0.736804,-0.374086
0.529486,0.608354
0.179548,-0.252468
0.892742,0.317705
0.005122,0.324493
0.780781,-0.134105
0.377153,0.726967
0.245341,-0.212569
0.795459,0.562131
-0.091902,0.315454
0.790891,0.140298
0.071211,0.798151
0.281464,-0.131907
0.528567,0.821340
-0.193431,0.292015
0.731247,0.350685
-0.153538,0.738117
0.305982,0.022046
